gaTrackerData.jobId,icon,name,highlightPhrase
3413506320,retirement,401K Plan,"Dollar for dollar match kicks in from day 1. Added Roth component for those that want to save even more.  Vesting is immediate.  Short of increasing company match, can’t get much better."
3443213183,discount,Employee Discount,"All Perkins employees could get free pancakes while working, as we never wanted an employee to work hungry.  Employees received half off their meals while working.  Managers got free meals."
3443213183,jobTraining,Job Training,There is extensive training program at Perkins for each area to ensure all team members and managers are fully trained. 
3443213183,flexWorkSched,Reduced or Flexible Hours,"Hours were flexible, but often required outside of normal business hours."
3370553641,matPatLeave,Maternity & Paternity Leave,it's just average among other banks
3370553641,retirement,401K Plan,"A good plan with multiple choices for investment, including some AQR funds.  Decent matching for 401k contributions too, dollar for dollar up to the specified company limit.  The vesting schedule is 0% to 100% after the allotted time."
3370553641,health,Health Insurance,copay is decent. not too expensive
3418955002,retirement,401K Plan,Great for interns too as well. 
3418955002,health,Health Insurance,Package options were mediocre and expensive 
3418955002,vacation,Vacation & Paid Time Off,Everyone wants the same days off so submit requests in advance 
3395667362,health,Health Insurance,"Best: United Health Care is the provider, and 4 different plans are offered, based on how much care you need. 
Worst: Even with the higher deductible HSAs, you still have to pay some premiums."
3395667362,retirement,401K Plan,"Best: T. Rowe Price
Worst: not fully vested until you have worked 3 consecutive years"
3395667362,vacation,Vacation & Paid Time Off,InfoSec Team Promoted Work-Life Balance strongly. Not sure about the company or other management. 
3380853415,retirement,401K Plan,401K Plan is good. Healthcare insurance is said to have the min copay
3380853415,health,Health Insurance,Esri pays 100% of the premium for employee and family.  We have minimal co-pays for Doctor and Medication. 
3380853415,vacation,Vacation & Paid Time Off,"Vacation time is tiered on how long you've been employed there.  Sick time is only 5 days a year, which is easy to burn through with one illness."
3438888798,retirement,401K Plan,% Matching! Very happy with benefits. 
3438888798,sickDays,Sick Days,"Backroads encourages you to work even with the flu. Because the work is basically 24/7 on trip, it’s hard to find a replacement and so unless you are needing to be in the hospital, they want you to work and pretend you are healthy "
3438888798,dental,Dental Insurance,"There is no health insurance for trip leaders, maybe once you’ve reached a certain level and lead during the winter, but that is only for the top 10% of all leaders. "
3431208059,vacation,Vacation & Paid Time Off,They are really good at letting you take time off for whatever reason.
3431208059,health,Health Insurance,"company has a variety of insurance providers like Cigna, Kaiser, and United Health. "
3431208059,retirement,401K Plan,industry standard as the company can match up to 3% also with some free HSA
3401719083,health,Health Insurance,HSA Health insurance with high deductible
3401719083,vacation,Vacation & Paid Time Off,3 weeks of vacation upto 10 yrs of experience and increases for 5 year increments.
3401719083,retirement,401K Plan,3% 401K company match which is nominal.
3456304145,health,Health Insurance,It’s decent could be worse
3456304145,vacation,Vacation & Paid Time Off,Unlimited vacation time as long as your management team approves of it.
3456304145,retirement,401K Plan,"Typical 401(k), but company match capped at $1,000"
3460851908,health,Health Insurance,Expensive but good benefits! 
3460851908,retirement,401K Plan,"100% Match up to 6% of salary. Eligible after one year, fully vested immediately. "
3460851908,vacation,Vacation & Paid Time Off,regular 10 annual days off 
3467339268,discount,Employee Discount,"It was all good, nothing bad"
3467339268,retirement,401K Plan,It is a great plan.
3467339268,health,Health Insurance,It is a great plan.
3443570193,retirement,401K Plan,"Average 401K plan, could have offered additional investment funds"
3443570193,health,Health Insurance,Expensive for individuals and families 
3443570193,vacation,Vacation & Paid Time Off,Time off was good 
3399707343,matPatLeave,Maternity & Paternity Leave,"Two weeks full pay to bridge the gap on short term, its offered to fathers as well which is a really nice benefit."
3447273884,food,Free Lunch or Snacks,"Best: Free snacks whenever you want. 

Worst: Snacks are not healthy ones for the most part. Chocolates, cookies, sodas, etc. While there is a catered lunch, expect to get tired of it very quickly, as it not very good and repeats often. "
3447273884,jobTraining,Job Training,More training could be offered to keep in touch with Dashers.
3447273884,sickDays,Sick Days,You have a limited amount of sick days you can use.
3439416606,flexWorkSched,Reduced or Flexible Hours,Flexible hours and worst taxes 
3439416606,mobile,Mobile Phone Discount,No discount at all and need more discount 
3439416606,discount,Employee Discount,Very little discount and need more discount offers 
3430087078,retirement,401K Plan,Great for interns too as well. 
3430087078,health,Health Insurance,Package options were mediocre and expensive 
3430087078,vacation,Vacation & Paid Time Off,Everyone wants the same days off so submit requests in advance 
3298672295,retirement,401K Plan,5% matching is great. Options are low cost fidelity funds. 
3298672295,health,Health Insurance,Good choices at different cost points
3298672295,vacation,Vacation & Paid Time Off,"I'm sure it depends on your particular manager, but there were never any restrictions. "
3460807745,vacation,Vacation & Paid Time Off,2 weeks at start.  1 week sick time. 1 day volunteer.  
3460807745,health,Health Insurance,They are very expensive due to market costs
3460807745,retirement,401K Plan,"They match up to 5% and use an outside company. It's okay, I guess."
3410926932,pension,Pension Plan,One week of salary for each year worked and 401 k plan
3410926932,health,Health Insurance,The company is self insured then good plan but expensive 
3410926932,retirement,401K Plan,The math up to 6% of you annual income 
3436988658,health,Health Insurance,Through Humana they use the GO365 Program to earn points based on a healthy lifestyle. 
3436988658,vacation,Vacation & Paid Time Off,You accumulate vacation days over time and can transfer them to the next year.
3436988658,retirement,401K Plan,Pella has a very competitive match with their 401K plan. 
3446168374,flexWorkSched,Reduced or Flexible Hours,Flexible hours and worst taxes 
3446168374,mobile,Mobile Phone Discount,No discount at all and need more discount 
3446168374,discount,Employee Discount,Very little discount and need more discount offers 
3410866135,health,Health Insurance,Great benefits at Glassdoor.  Now that I left and am paying COBRA I know exactly how much Glassdoor was investing in my benefits on a monthly basis.
3410866135,vacation,Vacation & Paid Time Off,Unlimited PTO for non-exempt employees with manager's approval
3410866135,food,Free Lunch or Snacks,"Great mix of healthy snacks like cereal, eggs, guacamole, hummus and more!"
